,category,headline,authors,link,short_description,date
7320,POLITICS,"News Roundup for March 21, 2017","Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-march-21-2017_us_58d1533ee4b0e0d348b3481a,"Ya news, ya lose. 1. Ivanka Trump is getting her own office in the White House. Although she won’t be a government employee",2017-03-21
7321,STYLE,The '90s Bands T-Shirts That We Can't Stop Wearing,Julee Wilson,https://www.huffingtonpost.com/entry/90s-band-t-shirts-that_us_55bbb02ae4b0b23e3ce2a040,"Let's take a quick trip down memory lane and make a pit stop in the '90s. Why? Because, beyond some questionable fashion",2015-08-03
7322,POLITICS,Americans Would Pay $17.2 Billion To Prevent Another Deepwater Horizon Disaster,Hayley Miller,https://www.huffingtonpost.com/entry/bp-oil-spill-deepwater-horizon-billion-damage-natural-resources-study_us_58fa4ae8e4b06b9cb9169581,The study findings come amid the seventh anniversary of the largest maritime oil spill.,2017-04-22
7323,POLITICS,Obama: Supreme Court 'About To Make A Shift' On Gay Marriage,Mollie Reilly,https://www.huffingtonpost.com/entry/obama-supreme-court-gay-marriage_n_6657198.html,,2015-02-11
7324,POLITICS,Republicans Happy To Have Trump Distract The Press As They Move Their Agenda,Matt Fuller,https://www.huffingtonpost.com/entry/republicans-trump-distractions_us_589216e5e4b0522c7d3e7342,GOP lawmakers will take any help they can get.,2017-02-07
7325,POLITICS,Senate Does Equifax A Favor As A Former Executive Is Charged With Insider Trading,Arthur Delaney,https://www.huffingtonpost.com/entry/equifax-senate-bill_us_5aa98af6e4b0004c0406dc60,They decided to pass a bill that could boost the financial fortunes of credit reporting firms.,2018-03-14
7326,POLITICS,GOP Straight Up Bribes Democratic Senator In Effort To Block Obamacare,Ashley Alman,https://www.huffingtonpost.com/entry/phillip-puckett-resign_n_5470640.html,,2014-06-09
7327,POLITICS,Donald Trump Distorts Hillary Clinton’s Gun Stance,"Eugene Kiely, FactCheck.org",https://www.huffingtonpost.com/entry/donald-trump-hillary-clinton-guns_us_57323088e4b0bc9cb04851a4,"Trump may choose not to believe what Clinton says, but the fact is there is no evidence that Clinton wants to “take your guns away” or “abolish the Second Amendment.”",2016-05-10
7328,POLITICS,"Saudi King Confident Trump Can Solve Israeli-Palestinian Conflict, Foreign Minister Says",Daniel Marans,https://www.huffingtonpost.com/entry/saudi-king-trump-israeli-palestinian-conflict_us_59209b0ae4b094cdba548597,"""He certainly has the vision and, we believe, the strength and the decisiveness.""",2017-05-20
7329,POLITICS,Trump Has Made It Harder To Raise My Muslim-American Family,"Nargis Rahman, ContributorOffice Manager, Council On American-Islamic Relations",https://www.huffingtonpost.com/entry/trump-has-made-it-harder-to-raise-my-muslim-american-family_us_59cec565e4b05f005d345236,"Despite Michigan's large Muslim population, the president's xenophobic rhetoric is terrifying.",2017-10-02
7330,POLITICS,"No, The Oregon Ranchers' Prison Sentences Are Not 'Cruel And Unusual'",Cristian Farias,https://www.huffingtonpost.com/entry/oregon-occupation-mandatory-minimum-sentences_us_568aa2c8e4b06fa68882e3c5,But there's still reason to sympathize with their militant defenders.,2016-01-06
7331,POLITICS,Real Bernie Sanders Will Meet Fake Bernie Sanders On Saturday Night Live,Jennifer Bendery,https://www.huffingtonpost.com/entry/bernie-sanders-larry-david-snl_us_56b4e435e4b01d80b24611e2,Is there even a line between art and life anymore?,2016-02-05
7332,POLITICS,WikiLeaks Emails Show DNC Favored Hillary Clinton Over Bernie Sanders During The Democratic Primary,"H. A. Goodman, ContributorH. A. Goodman is an author, columnist and journalist. His YouT...",https://www.huffingtonpost.com/entry/wikileaks-emails-show-dnc-favored-hillary-clinton-over_us_57930be0e4b0e002a3134b05,"On July 22, 2016 WikiLeaks released around 20,000 emails apparently from top DNC officials, illustrating that Democratic",2016-07-23
7333,POLITICS,Americans Should Get Ready To Spend Even More Of Their Money On Health Care,Jonathan Cohn,https://www.huffingtonpost.com/entry/health-care-spending-increases-report_us_5a849369e4b0058d55657cc3,"The numbers are only rising a little bit, but the U.S. already spends quite a lot.",2018-02-14
7334,POLITICS,Is Data Hoarding Necessary For Lawful Surveillance?,"Joan Feigenbaum and Bryan Ford, Contributors",https://www.huffingtonpost.com/entry/data-hoarding-surveillance_b_5179305.html,"One essential question has received little attention: Is amassing mountains of privacy-sensitive ""metadata"" technically necessary for effective, lawful electronic tracking and surveillance of legitimate targets? The answer is emphatically no.",2014-04-19
7335,POLITICS,Germany's About To Bail Out Its Biggest Bank. Just Don't Call It That.,Daniel Marans,https://www.huffingtonpost.com/entry/german-bailout-greece_us_57ed86ede4b0c2407cdcf31b,"The country's been imposing strict austerity measures on Greece. Now, its largest bank needs help.",2016-09-29
7336,STYLE,The 'Stranger Things' Kids Are The Breath Of Fresh Air We Need Right Now,Jamie Feldman,https://www.huffingtonpost.com/entry/strangers-things-sag-awards_us_588e7694e4b0b065cbbcc959,Squad. Goals.,2017-01-29
7337,POLITICS,The New Anti-Sanders Super PAC Is Funded By Anti-Clinton Donors,Sam Stein,https://www.huffingtonpost.com/entry/esa-fund-anti-sanders-super-pac_us_56ae76cae4b0010e80ea89fa,Their attack ad did seem suspicious.,2016-01-31
7338,POLITICS,First Latina Senator: ‘Racist Rhetoric’ Like Steve King’s Has Consequences,Laura Barrón-López,https://www.huffingtonpost.com/entry/catherine-cortez-masto-steve-king-racism_us_58c80226e4b0428c7f133912,Nevadan Catherine Cortez Masto pointed to the vandalism of a Mexican consulate and synagogues in her state as examples.,2017-03-14
7339,POLITICS,Justice Compared and Denied,"Christopher Brauchli, ContributorLawyer",https://www.huffingtonpost.com/entry/justice-compared-and-deni_b_6118166.html,The great thing about living in the United States is that if you've gotten caught up in the criminal or military justice system you can go to court to seek redress. That's a lot different from the way it is in places like Iran where you can be arrested and held indefinitely without access to a lawyer or even knowing what charges you face.,2014-11-07
7340,STYLE,How To Stay Armpit-Stain-Free All Summer Long,Jamie Feldman,https://www.huffingtonpost.com/entry/armpit-stains-hack-keep-your-shirts-white_n_7521916.html,,2015-06-08
7341,STYLE,Do You Know How Many Rings Guys Should Be Wearing On Each Hand?,Jamie Feldman,https://www.huffingtonpost.com/entry/inforgraphic-mens-fashion-problems_n_7561564.html,,2015-06-11
7342,POLITICS,"Biden To GOP: If You Care About Children, Don't Let Them Get Zika",Michael McAuliff,https://www.huffingtonpost.com/entry/biden-gop-zika-bill_us_57d19b31e4b03d2d459917de,"""Wake up, man!"" the vice president said, pleading for Republicans to drop poison pill riders from Zika funding.",2016-09-08
7343,POLITICS,New Hampshire Was A Very Good Night For Ted Cruz,"Nick Baumann, Ryan Grim, and Matt Fuller",https://www.huffingtonpost.com/entry/new-hampshire-ted-cruz_us_56ba9451e4b08ffac12336ed,Watch this guy.,2016-02-10
7344,POLITICS,Trump's National Security Adviser Wants You To Forget He Spread Fake News,Marina Fang,https://www.huffingtonpost.com/entry/mike-flynn-fake-news_us_58518c7ce4b0ee009eb4efca,"Gen. Mike Flynn quietly deleted a tweet that promoted a baseless story about Hillary Clinton's ""sex crimes.""",2016-12-14
7345,POLITICS,Liberal Readers Just Raised $1 Million For The Democrat Looking To Replace Tom Price,Paul Blumenthal,https://www.huffingtonpost.com/entry/jon-ossoff-special-election_us_58b74981e4b023018c6cd155,Can Democrats turn that energy into a victory in this GOP-leaning seat?,2017-03-02
7346,POLITICS,This Is How The Next World War Starts,David Wood,https://www.huffingtonpost.com/entry/how-next-world-war-starts_us_58fe6ac8e4b06b9cb9196520,"With one miscalculation, by one startled pilot, at 400 miles an hour. And now that Russia is determined to destabilize the",2017-04-24
7347,POLITICS,California AG Threatens To Fine Businesses That Spill Worker Info To Immigration,Mary Papenfuss,https://www.huffingtonpost.com/entry/california-business-warning-immigration_us_5a614aefe4b074ce7a06f006,Xavier Becerra's warning follows a report of possible San Francisco sweeps by feds.,2018-01-19
7348,POLITICS,Less Than One-Quarter Of The Public Thinks Donald Trump Is Respected By Other Leaders,Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/less-than-a-quarter-of-the-public-thinks-donald-trump-is-respected-by-other-leaders_us_58d038fae4b0ec9d29de7aba,And most think that's a problem.,2017-03-20
7349,POLITICS,Tale Of Two Primaries And How To Uphold Majority Rule,"Rob Richie, ContributorRob Richie is the Executive Director of the non-partisan elect...",https://www.huffingtonpost.com/entry/tale-of-two-primaries-and-how-to-uphold-majority-rule_us_59971eeae4b02eb2fda31f8a,"Next spring, states will start voting in primaries for the regularly scheduled congressional midterm elections in every state",2017-08-18
7350,POLITICS,Congress' Half-Trillion Dollar Spending Binge,,https://www.huffingtonpost.comhttp://www.politico.com/story/2015/12/congress-spending-binge-tax-cuts-budget-deal-216883,Rand Paul thinks the national debt is the “greatest threat” to America’s future. Donald Trump warns that the nation is at,2015-12-17
7351,POLITICS,HUFFPOLLSTER: Democrats See GOP ‘Civil War’ Coming,"Natalie Jackson, Ariel Edwards-Levy, and Janie Velencia",https://www.huffingtonpost.com/entry/republican-civil-war_us_56d59560e4b0bf0dab33515a,Strategists hope attacking Donald Trump on his ego and national security could lead to Republican defections.,2016-03-01
7352,STYLE,Lupita Nyong'o Is Summertime Fine At The Veuve Clicquot Polo Classic,Dana Oliver,https://www.huffingtonpost.com/entry/lupita-nyongo-veuve-clicquot-polo-classic_n_5426288.html,,2014-06-01
7353,POLITICS,"The Birth of the ""We Party""","Robert S. McElvaine, ContributorHistorian",https://www.huffingtonpost.com/entry/the-birth-of-the-we-party_b_14459170.html,,2017-01-28
7354,POLITICS,How Donald Trump Empowers Religious Extremists All Over The World,,https://www.huffingtonpost.comhttp://www.theguardian.com/commentisfree/2016/may/16/donald-trump-hindu-nationalist-far-right-presidential-election,"If there were a United Nations of the global far right, Donald Trump would be its undisputed leader.",2016-05-17
7355,STYLE,"This Is When You Need A Tie, In One Handy Chart",Jamie Feldman,https://www.huffingtonpost.com/entry/how-to-know-when-you-do-and-dont-need-a-tie_us_55c234fee4b0d9b28f050577,"Take that, summer weddings.",2015-08-05
7356,POLITICS,A Party In Danger Of Denial And Decline,"William S. Becker, ContributorEnergy & Climate Policy Expert",https://www.huffingtonpost.com/entry/a-party-in-danger-of-denial-and-decline_us_59823b1de4b094ff5a3f0b91,We have reached the point where the Republican majority in Congress must act to protect the integrity of its own party.,2017-08-02
7357,POLITICS,Mississippi Governor Signs Law Allowing Guns In Churches,,https://www.huffingtonpost.com/entry/mississippi-guns-churches_us_5711741de4b0018f9cba289d,"Participants would need training, but don't need a permit to carry a gun into churches.",2016-04-15
7358,POLITICS,Elizabeth Warren Says It's 'Too Early' To Talk About Whether She'll Run For Re-Election,Dhyana Taylor,https://www.huffingtonpost.com/entry/elizabeth-warren-reelection_us_55db2984e4b04ae49703a53e,"""What I will say is, I'm committed to getting up every single day and fighting for the families who sent me.""",2015-08-24
7359,POLITICS,Republicans Say Their Supreme Court Obstruction Is For The Good Of The Nominee,Amanda Terkel and Sam Stein,https://www.huffingtonpost.com/entry/republicans-supreme-court_us_56c62cbfe4b0928f5a6b41c4,"GOP senator admits that it's not about a nominee's qualifications, it's about politics.",2016-02-18
7360,POLITICS,Woman Who Suffered 'Inhumane' Death In Jail Was Only There Because She Was Poor,Nick Wing,https://www.huffingtonpost.com/entry/jennifer-meyers-jail-death_us_583474dce4b030997bc162ba,Jennifer Meyers was one of the many victims of a system that incarcerates people because they can't pay fees or fines.,2016-11-22
7361,POLITICS,The WSJ's Long Record of Protecting Polluters,"Sen. Sheldon Whitehouse, ContributorDemocratic Senator from Rhode Island",https://www.huffingtonpost.com/entry/the-wsjs-long-record-of-p_b_9605538.html,"There is a pattern: Deny the science, question the motives, exaggerate the costs, help the polluters. When they are wrong this often, but keep at it, you have to wonder whether they care about whether they're right or wrong, or whether they are performing some other service.",2016-04-03
7362,POLITICS,Hate Speech vs. Free Speech: The Future Of The Public Sphere In The Age Of Trump,"Lisa Hofmann-Kuroda, ContributorPhD student, UC Berkeley",https://www.huffingtonpost.com/entry/hate-speech-vs-free-speech-the-future-of-the-public_us_58508aa8e4b0b662c2fdde80,The UC Berkeley administration should cancel Milo Yiannopoulos’s speaking engagement.,2016-12-14
7363,POLITICS,Hillary Clinton Proposes $275 Billion In New Infrastructure Spending,"Lisa Lerer, AP",https://www.huffingtonpost.com/entry/hillary-clinton-infrastructure-spending_us_565b82cfe4b072e9d1c237e0,"""To build a strong economy for our future, we must start by building strong infrastructure today.""",2015-11-29
7364,POLITICS,"Trump Is About As Likely To Be Elected As Kenneth Bone, Says Joe Scarborough",Willa Frej,https://www.huffingtonpost.com/entry/trump-ken-bone-joe-scarborough_us_57fe5361e4b0e8c198a52fd5,The GOP nominee probably wouldn't be too pleased to hear this comparison.,2016-10-12
7365,STYLE,"Rihanna Wore A Fur Coat Instead Of A Shirt, Because Of Course",Jamie Feldman,https://www.huffingtonpost.com/entry/rihanna-fur-coat-dior_us_5915ad6ae4b00f308cf49ea2,This is an interesting look.,2017-05-12
7366,POLITICS,Why Is Jason Chaffetz So Obsessed with Rosie O'Donnell?,Chris D'Angelo,https://www.huffingtonpost.com/entry/jason-chaffetz-calls-shut-down-rosie-odonnell_us_58cfe717e4b0be71dcf63732,He's treating the actress as if she's a political opponent.,2017-03-20
7367,POLITICS,Obama Makes Final Defense of Counterterrorism Legacy Before Handing Off To Trump,Jessica Schulberg,https://www.huffingtonpost.com/entry/obama-counterterrorism-legacy-trump_us_58475b76e4b08c82e888c43a,"The president listed his top achievements as president, knowing his successor might dismantle them all.",2016-12-07
7368,POLITICS,Prosecutors Offer Details On Dennis Hastert’s Alleged Sexual Abuse Of Teenagers,,https://www.huffingtonpost.comhttps://www.washingtonpost.com/world/national-security/prosecutors-offer-details-on-dennis-hasterts-alleged-sexual-abuse-of-teenagers/2016/04/08/5a96bd68-fcc8-11e5-80e4-c381214de1a3_story.html?hpid=hp_hp-top-table-main_hastert-952pm:homepage/story,Federal prosecutors on Friday detailed some of the lurid allegations of sexual misconduct against former U.S. House speaker,2016-04-09
7369,POLITICS,New York Governor Calls For Investigation Of State Senator Following HuffPost Report,Doha Madani and Sebastian Murdock,https://www.huffingtonpost.com/entry/cuomo-investigation-sexual-harassment-klein_us_5a56d059e4b0a300f905c0a0,Cuomo is asking for an investigation into state Sen. Jeff Klein hours after sexual harassment allegations were revealed.,2018-01-11
