category,text,sentence_length
POLITICS,paula broadwell speaks sexist double standard david petraeus former cia director making political comeback life remains limbo,17
POLITICS,unleash competitiveness drought desalination expensive requires lot electricity take valuable coastal land may require costly environmental remediation order protect marine specie cost energy money pump water hill end user,29
STYLE,meet sparkle yearold who next style crush awkward moment toddler better clothes,12
POLITICS,pentagon win putsch come shove crossposted tomdispatchcom winning it’s white house watchword come u armed force “we,17
POLITICS,trump new cia director helped oversee controversial torture program gina haspel reportedly involved waterboarding least one terror suspect,18
POLITICS,trump week error exaggeration flatout falsehood donald trump say truthful man “maybe truthful fault” boasted last week north carolina rally,20
POLITICS,justice dept mandate implicit bias training agent lawyer training bring justice department employee line many local police department,18
POLITICS,huffpost story bizarrely rocked boston indictment boston media’s failure expose federal prosecutor result,13
POLITICS,bowe bergdahl asks obama pardon trump take office trump critical bergdahl whose desertion courtmartial approaching,15
POLITICS,today democrat booted anthony weiner sexting would treat bill clinton scandal federal politician le likely win reelection sex scandal,19
POLITICS,lindsey graham defends john mccain captured doesnt mean youre loser john best friend politics one best friend life,18
POLITICS,polling meaningless don’t look pollster dont journalist dont report,9
POLITICS,big corporation game democracy plutocracy major chapter american history–rarely taught schools–is ever larger corporation moved game neutralize,17
POLITICS,call hunch political medium may live bubble sometimes real world startlingly different view thing,14
POLITICS,daca gift republican republican pas legislative fix daca may well benefit politically number way,14
POLITICS,trump travel ban fight head toward supreme court showdown appointee neil gorsuch could help settle matter,16
POLITICS,donald trump make absurd defense yet mocking reporter disability boasted spends million ramp people disability despite legal requirement,18
POLITICS,looking fed help fighting cybercriminals cybercriminals unrelenting attack state local government computer state looking congress,15
STYLE,model come forward accuse bruce weber sexual misconduct alleged incident occurred three decade ago,14
POLITICS,fed almost used pesticide thats harmful pregnant woman combat zika puerto rico oops,13
POLITICS,republican senator asks trump recanting oath office ben sasse question whether trump failing preserve protect defend first amendment,18
POLITICS,key senate republican say obamacare beneficiary dole tough love people need insurance big tax break millionaire,16
POLITICS,difference big pain neck can’t hear difference work name business mission challenge time deal people think differently,17
STYLE,kylie jenner beauty routine like think girl love budget beauty,10
POLITICS,news roundup march we’re wire tapping news directly feed james comey asked department justice refute president,16
POLITICS,donald trump jr people denounces fancy school elitism forget,9
POLITICS,scott pruitt talk baseball asked failed lawsuit epa sen kamala harris grilled pruitt mediocre record suing agency donald trump want lead,21
POLITICS,gallup u standard living soar economy plunge higher people future expectation lower people satisfaction present viceversa people unsatisfied present rosier view future people satisfied present fear future,27
POLITICS,bernie sander already running sander sent first big trial balloon huffpost interview long anyone else took seriously,17
POLITICS,kentucky deputy clerk lawyer kim davis disobeyed judge order claim davis altered marriage license form samesex couple,17
POLITICS,altlite white house reporter got arrested uconn heavily racist roadie former proud boy marched white supremacist charlottesville,17
POLITICS,proclinton historian hit bernie sander saying u founded racist principle sean wilentz called destructive falsehood,15
POLITICS,hurricane harvey move week happened wake one worst storm u history huffpost national reporter roque planas,16
POLITICS,jeb bush made misleading claim poverty rate also said thing brother former president george w bush,16
POLITICS,olympian mo farah slam trump executive order muslim gold medalist worried wont able reunite family portland,16
POLITICS,obamacares success tell u failure nobody ever said health care reform going easy,13
POLITICS,white house aide struggle defend gop bill preexisting condition loophole chris wallace dead right,14
POLITICS,hillary clinton launch official campaign podcast call hillary call madame secretary call hey,13
POLITICS,trump would lost bernie bernie enthusiasm hope around campaign also scandalfree,11
STYLE,thing people always always cold oh one thing pet,9
POLITICS,trump cliche civilization listening german parliamentarian night making anodyne comment transatlantic friendship,12
